"","bacteria","timepoint",".y.","group1","group2","p","p.format","p.signif","method","p.adj","p.adj.signif","taxa_level"
"384","GGB28851","D26","mean","Ctl Male","EtOH Female",0.00957207292405216,"0.00957","**","Wilcoxon",0.0245895491128103,"*","genius"
"385","GGB28864","D26","mean","EtOH Male","Ctl Female",0.0932400932400932,"0.09324","ns","Wilcoxon",0.186480186480186,"ns","genius"
"386","GGB28864","D26","mean","EtOH Male","Ctl Male",0.0108780108780109,"0.01088","*","Wilcoxon",0.0326340326340326,"*","genius"
"387","GGB28864","D26","mean","EtOH Male","EtOH Female",0.00246812011517894,"0.00247","**","Wilcoxon",0.0148087206910736,"*","genius"
"388","GGB28864","D26","mean","Ctl Female","Ctl Male",0.150793650793651,"0.15079","ns","Wilcoxon",0.226190476190476,"ns","genius"
"389","GGB28864","D26","mean","Ctl Female","EtOH Female",0.18981018981019,"0.18981","ns","Wilcoxon",0.227772227772228,"ns","genius"
"390","GGB28864","D26","mean","Ctl Male","EtOH Female",0.297702297702298,"0.29770","ns","Wilcoxon",0.297702297702298,"ns","genius"
"391","GGB28865","D26","mean","EtOH Male","Ctl Female",0.0210274842466082,"0.02103","*","Wilcoxon",0.0210274842466082,"*","genius"
"392","GGB28865","D26","mean","EtOH Male","Ctl Male",0.0210274842466082,"0.02103","*","Wilcoxon",0.0210274842466082,"*","genius"
"393","GGB28865","D26","mean","EtOH Male","EtOH Female",0.00284780786723452,"0.00285","**","Wilcoxon",0.00854342360170357,"**","genius"
"394","GGB28868","D26","mean","EtOH Male","Ctl Female",0.0635280748266519,"0.06353","ns","Wilcoxon",0.0952921122399779,"ns","genius"
"395","GGB28868","D26","mean","EtOH Male","Ctl Male",0.0108780108780109,"0.01088","*","Wilcoxon",0.0217560217560218,"*","genius"
"396","GGB28868","D26","mean","EtOH Male","EtOH Female",0.000542915476513266,"0.00054","***","Wilcoxon",0.0032574928590796,"**","genius"
"397","GGB28868","D26","mean","Ctl Female","Ctl Male",0.131379418967437,"0.13138","ns","Wilcoxon",0.157655302760924,"ns","genius"
"398","GGB28868","D26","mean","Ctl Female","EtOH Female",0.641094616544211,"0.64109","ns","Wilcoxon",0.641094616544211,"ns","genius"
"399","GGB28868","D26","mean","Ctl Male","EtOH Female",0.00638587347147089,"0.00639","**","Wilcoxon",0.0191576204144127,"*","genius"
"400","GGB28869","D26","mean","EtOH Male","Ctl Female",0.0932400932400932,"0.09324","ns","Wilcoxon",0.186480186480186,"ns","genius"
"401","GGB28869","D26","mean","EtOH Male","Ctl Male",0.523698523698524,"0.52370","ns","Wilcoxon",0.606393606393606,"ns","genius"
"402","GGB28869","D26","mean","EtOH Male","EtOH Female",0.16717400246812,"0.16717","ns","Wilcoxon",0.25076100370218,"ns","genius"
"403","GGB28869","D26","mean","Ctl Female","Ctl Male",0.0555555555555556,"0.05556","ns","Wilcoxon",0.166666666666667,"ns","genius"
"404","GGB28869","D26","mean","Ctl Female","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.00599400599400599,"**","genius"
"405","GGB28869","D26","mean","Ctl Male","EtOH Female",0.606393606393606,"0.60639","ns","Wilcoxon",0.606393606393606,"ns","genius"
"406","GGB28875","D26","mean","EtOH Male","Ctl Female",0.727009731456113,"0.72701","ns","Wilcoxon",0.727009731456113,"ns","genius"
"407","GGB28875","D26","mean","EtOH Male","Ctl Male",0.527089256865538,"0.52709","ns","Wilcoxon",0.632507108238646,"ns","genius"
"408","GGB28875","D26","mean","EtOH Male","EtOH Female",0.12062212176091,"0.12062","ns","Wilcoxon",0.361866365282729,"ns","genius"
"409","GGB28875","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.632507108238646,"ns","genius"
"410","GGB28875","D26","mean","Ctl Female","EtOH Female",0.351161990202848,"0.35116","ns","Wilcoxon",0.632507108238646,"ns","genius"
"411","GGB28875","D26","mean","Ctl Male","EtOH Female",0.112601949929587,"0.11260","ns","Wilcoxon",0.361866365282729,"ns","genius"
"412","GGB28879","D26","mean","EtOH Male","Ctl Female",0.268381627292761,"0.26838","ns","Wilcoxon",0.402572440939141,"ns","genius"
"413","GGB28879","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.423710797166793,"ns","genius"
"414","GGB28879","D26","mean","Ctl Female","EtOH Female",0.233037982273905,"0.23304","ns","Wilcoxon",0.402572440939141,"ns","genius"
"415","GGB28881","D26","mean","EtOH Male","EtOH Female",0.096170539360084,"0.09617","ns","Wilcoxon",0.194047208716884,"ns","genius"
"416","GGB28881","D26","mean","Ctl Female","EtOH Female",0.194047208716884,"0.19405","ns","Wilcoxon",0.194047208716884,"ns","genius"
"417","GGB28881","D26","mean","Ctl Male","EtOH Female",0.194047208716884,"0.19405","ns","Wilcoxon",0.194047208716884,"ns","genius"
"418","GGB28883","D26","mean","EtOH Male","Ctl Female",0.0122947745564051,"0.01229","*","Wilcoxon",0.0184421618346077,"*","genius"
"419","GGB28883","D26","mean","EtOH Male","Ctl Male",0.00191455066306495,"0.00191","**","Wilcoxon",0.00574365198919484,"**","genius"
"420","GGB28883","D26","mean","EtOH Male","EtOH Female",0.34577858615116,"0.34578","ns","Wilcoxon",0.414934303381392,"ns","genius"
"421","GGB28883","D26","mean","Ctl Female","Ctl Male",0.420634920634921,"0.42063","ns","Wilcoxon",0.420634920634921,"ns","genius"
"422","GGB28883","D26","mean","Ctl Female","EtOH Female",0.0034701634287663,"0.00347","**","Wilcoxon",0.0069403268575326,"**","genius"
"423","GGB28883","D26","mean","Ctl Male","EtOH Female",0.000629506949914766,"0.00063","***","Wilcoxon",0.00377704169948859,"**","genius"
"424","GGB28887","D26","mean","EtOH Male","Ctl Female",0.0448091920069034,"0.04481","*","Wilcoxon",0.0560114900086292,"ns","genius"
"425","GGB28887","D26","mean","EtOH Male","Ctl Male",0.0448091920069034,"0.04481","*","Wilcoxon",0.0560114900086292,"ns","genius"
"426","GGB28887","D26","mean","EtOH Male","EtOH Female",0.622646618083699,"0.62265","ns","Wilcoxon",0.622646618083699,"ns","genius"
"427","GGB28887","D26","mean","Ctl Female","EtOH Female",0.0322705337282576,"0.03227","*","Wilcoxon",0.0560114900086292,"ns","genius"
"428","GGB28887","D26","mean","Ctl Male","EtOH Female",0.0322705337282576,"0.03227","*","Wilcoxon",0.0560114900086292,"ns","genius"
"429","GGB28889","D26","mean","EtOH Male","Ctl Female",0.527089256865538,"0.52709","ns","Wilcoxon",0.527089256865538,"ns","genius"
"430","GGB28889","D26","mean","EtOH Male","Ctl Male",0.527089256865538,"0.52709","ns","Wilcoxon",0.527089256865538,"ns","genius"
"431","GGB28889","D26","mean","EtOH Male","EtOH Female",0.34577858615116,"0.34578","ns","Wilcoxon",0.527089256865538,"ns","genius"
"432","GGB28898","D26","mean","EtOH Male","EtOH Female",0.0198987567571395,"0.01990","*","Wilcoxon",0.0596962702714184,"ns","genius"
"433","GGB28898","D26","mean","Ctl Female","EtOH Female",0.0622268952200788,"0.06223","ns","Wilcoxon",0.0622268952200788,"ns","genius"
"434","GGB28898","D26","mean","Ctl Male","EtOH Female",0.0622268952200788,"0.06223","ns","Wilcoxon",0.0622268952200788,"ns","genius"
"435","GGB28904","D26","mean","EtOH Male","Ctl Female",0.0108780108780109,"0.01088","*","Wilcoxon",0.0217560217560218,"*","genius"
"436","GGB28904","D26","mean","EtOH Male","Ctl Male",0.0932400932400932,"0.09324","ns","Wilcoxon",0.111888111888112,"ns","genius"
"437","GGB28904","D26","mean","EtOH Male","EtOH Female",8.22706705059646e-05,"8.2e-05","****","Wilcoxon",0.000493624023035788,"***","genius"
"438","GGB28904","D26","mean","Ctl Female","Ctl Male",0.150793650793651,"0.15079","ns","Wilcoxon",0.150793650793651,"ns","genius"
"439","GGB28904","D26","mean","Ctl Female","EtOH Female",0.0599400599400599,"0.05994","ns","Wilcoxon",0.0899100899100899,"ns","genius"
"440","GGB28904","D26","mean","Ctl Male","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.002997002997003,"**","genius"
"441","GGB28916","D26","mean","EtOH Male","Ctl Female",0.0932400932400932,"0.09324","ns","Wilcoxon",0.111888111888112,"ns","genius"
"442","GGB28916","D26","mean","EtOH Male","Ctl Male",0.00155400155400155,"0.00155","**","Wilcoxon",0.002997002997003,"**","genius"
"443","GGB28916","D26","mean","EtOH Male","EtOH Female",8.22706705059646e-05,"8.2e-05","****","Wilcoxon",0.000493624023035788,"***","genius"
"444","GGB28916","D26","mean","Ctl Female","Ctl Male",0.150793650793651,"0.15079","ns","Wilcoxon",0.150793650793651,"ns","genius"
"445","GGB28916","D26","mean","Ctl Female","EtOH Female",0.001998001998002,"0.00200","**","Wilcoxon",0.002997002997003,"**","genius"
"446","GGB28916","D26","mean","Ctl Male","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.002997002997003,"**","genius"
"447","GGB28924","D26","mean","EtOH Male","EtOH Female",0.0450710662202883,"0.04507","*","Wilcoxon",0.112601949929587,"ns","genius"
"448","GGB28924","D26","mean","Ctl Female","EtOH Female",0.112601949929587,"0.11260","ns","Wilcoxon",0.112601949929587,"ns","genius"
"449","GGB28924","D26","mean","Ctl Male","EtOH Female",0.112601949929587,"0.11260","ns","Wilcoxon",0.112601949929587,"ns","genius"
"450","GGB28926","D26","mean","EtOH Male","Ctl Female",0.0376487607896862,"0.03765","*","Wilcoxon",0.0752975215793724,"ns","genius"
"451","GGB28926","D26","mean","EtOH Male","Ctl Male",0.113856805657051,"0.11386","ns","Wilcoxon",0.170785208485576,"ns","genius"
"452","GGB28926","D26","mean","EtOH Male","EtOH Female",0.193657589519031,"0.19366","ns","Wilcoxon",0.232389107422837,"ns","genius"
"453","GGB28926","D26","mean","Ctl Female","Ctl Male",0.440686016488678,"0.44069","ns","Wilcoxon",0.440686016488678,"ns","genius"
"454","GGB28926","D26","mean","Ctl Female","EtOH Female",0.00301593555304258,"0.00302","**","Wilcoxon",0.00964761193809405,"**","genius"
"455","GGB28926","D26","mean","Ctl Male","EtOH Female",0.00321587064603135,"0.00322","**","Wilcoxon",0.00964761193809405,"**","genius"
"456","GGB28927","D26","mean","EtOH Male","Ctl Female",0.0450660450660451,"0.04507","*","Wilcoxon",0.0540792540792541,"ns","genius"
"457","GGB28927","D26","mean","EtOH Male","Ctl Male",0.00155400155400155,"0.00155","**","Wilcoxon",0.00233100233100233,"**","genius"
"458","GGB28927","D26","mean","EtOH Male","EtOH Female",8.22706705059646e-05,"8.2e-05","****","Wilcoxon",0.000493624023035788,"***","genius"
"459","GGB28927","D26","mean","Ctl Female","Ctl Male",0.547619047619048,"0.54762","ns","Wilcoxon",0.547619047619048,"ns","genius"
"460","GGB28927","D26","mean","Ctl Female","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.001998001998002,"**","genius"
"461","GGB28927","D26","mean","Ctl Male","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.001998001998002,"**","genius"
"462","GGB28934","D26","mean","EtOH Male","Ctl Female",0.127428127428127,"0.12743","ns","Wilcoxon",0.127428127428127,"ns","genius"
"463","GGB28934","D26","mean","EtOH Male","Ctl Male",0.00621600621600622,"0.00622","**","Wilcoxon",0.00932400932400932,"**","genius"
"464","GGB28934","D26","mean","EtOH Male","EtOH Female",0.00021664965399869,"0.00022","***","Wilcoxon",0.00125901389982953,"**","genius"
"465","GGB28934","D26","mean","Ctl Female","Ctl Male",0.0158730158730159,"0.01587","*","Wilcoxon",0.019047619047619,"*","genius"
"466","GGB28934","D26","mean","Ctl Female","EtOH Female",0.000629506949914766,"0.00063","***","Wilcoxon",0.00125901389982953,"**","genius"
"467","GGB28934","D26","mean","Ctl Male","EtOH Female",0.000629506949914766,"0.00063","***","Wilcoxon",0.00125901389982953,"**","genius"
"468","GGB28945","D26","mean","EtOH Male","Ctl Female",0.0932400932400932,"0.09324","ns","Wilcoxon",0.13986013986014,"ns","genius"
"469","GGB28945","D26","mean","EtOH Male","Ctl Male",0.170940170940171,"0.17094","ns","Wilcoxon",0.170940170940171,"ns","genius"
"470","GGB28945","D26","mean","EtOH Male","EtOH Female",8.22706705059646e-05,"8.2e-05","****","Wilcoxon",0.000493624023035788,"***","genius"
"471","GGB28945","D26","mean","Ctl Female","Ctl Male",0.150793650793651,"0.15079","ns","Wilcoxon",0.170940170940171,"ns","genius"
"472","GGB28945","D26","mean","Ctl Female","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.001998001998002,"**","genius"
"473","GGB28945","D26","mean","Ctl Male","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.001998001998002,"**","genius"
"474","GGB28946","D26","mean","EtOH Male","Ctl Female",0.907360366741497,"0.90736","ns","Wilcoxon",0.907360366741497,"ns","genius"
"475","GGB28946","D26","mean","EtOH Male","Ctl Male",0.527089256865538,"0.52709","ns","Wilcoxon",0.658861571081923,"ns","genius"
"476","GGB28946","D26","mean","EtOH Male","EtOH Female",0.34577858615116,"0.34578","ns","Wilcoxon",0.658861571081923,"ns","genius"
"477","GGB28946","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.658861571081923,"ns","genius"
"478","GGB28946","D26","mean","Ctl Female","EtOH Female",0.233037982273905,"0.23304","ns","Wilcoxon",0.658861571081923,"ns","genius"
"479","GGB28949","D26","mean","EtOH Male","Ctl Female",0.00534065044127437,"0.00534","**","Wilcoxon",0.0106813008825487,"*","genius"
"480","GGB28949","D26","mean","EtOH Male","Ctl Male",0.0195960240063568,"0.01960","*","Wilcoxon",0.0293940360095352,"*","genius"
"481","GGB28949","D26","mean","EtOH Male","EtOH Female",0.00109934751011303,"0.00110","**","Wilcoxon",0.00659608506067818,"**","genius"
"482","GGB28949","D26","mean","Ctl Female","Ctl Male",0.0952380952380952,"0.09524","ns","Wilcoxon",0.0952380952380952,"ns","genius"
"483","GGB28949","D26","mean","Ctl Female","EtOH Female",0.0829170829170829,"0.08292","ns","Wilcoxon",0.0952380952380952,"ns","genius"
"484","GGB28949","D26","mean","Ctl Male","EtOH Female",0.003996003996004,"0.00400","**","Wilcoxon",0.0106813008825487,"*","genius"
"485","GGB28950","D26","mean","EtOH Male","Ctl Female",0.0210274842466082,"0.02103","*","Wilcoxon",0.0630824527398245,"ns","genius"
"486","GGB28950","D26","mean","EtOH Male","Ctl Male",0.00439214559384547,"0.00439","**","Wilcoxon",0.0263528735630728,"*","genius"
"487","GGB28950","D26","mean","EtOH Male","EtOH Female",0.118262842532845,"0.11826","ns","Wilcoxon",0.177394263799267,"ns","genius"
"488","GGB28950","D26","mean","Ctl Female","Ctl Male",0.30952380952381,"0.30952","ns","Wilcoxon",0.345291302353121,"ns","genius"
"489","GGB28950","D26","mean","Ctl Female","EtOH Female",0.101762533566638,"0.10176","ns","Wilcoxon",0.177394263799267,"ns","genius"
"490","GGB28950","D26","mean","Ctl Male","EtOH Female",0.345291302353121,"0.34529","ns","Wilcoxon",0.345291302353121,"ns","genius"
"491","GGB28951","D26","mean","EtOH Male","Ctl Female",0.232662013504735,"0.23266","ns","Wilcoxon",0.348993020257102,"ns","genius"
"492","GGB28951","D26","mean","EtOH Male","Ctl Male",0.355565371602419,"0.35557","ns","Wilcoxon",0.426678445922903,"ns","genius"
"493","GGB28951","D26","mean","EtOH Male","EtOH Female",0.0479889682297057,"0.04799","*","Wilcoxon",0.0959779364594115,"ns","genius"
"494","GGB28951","D26","mean","Ctl Female","Ctl Male",0.607235543774111,"0.60724","ns","Wilcoxon",0.607235543774111,"ns","genius"
"495","GGB28951","D26","mean","Ctl Female","EtOH Female",0.0070080235312987,"0.00701","**","Wilcoxon",0.0420481411877922,"*","genius"
"496","GGB28951","D26","mean","Ctl Male","EtOH Female",0.0228043727592447,"0.02280","*","Wilcoxon",0.068413118277734,"ns","genius"
"497","GGB28954","D26","mean","EtOH Male","Ctl Female",0.0536444464562231,"0.05364","ns","Wilcoxon",0.160933339368669,"ns","genius"
"498","GGB28954","D26","mean","EtOH Male","Ctl Male",0.0905022702670132,"0.09050","ns","Wilcoxon",0.180952380952381,"ns","genius"
"499","GGB28954","D26","mean","EtOH Male","EtOH Female",0.0139024177753912,"0.01390","*","Wilcoxon",0.0834145066523471,"ns","genius"
"500","GGB28954","D26","mean","Ctl Female","Ctl Male",0.150793650793651,"0.15079","ns","Wilcoxon",0.180952380952381,"ns","genius"
"501","GGB28954","D26","mean","Ctl Female","EtOH Female",0.797202797202797,"0.79720","ns","Wilcoxon",0.797202797202797,"ns","genius"
"502","GGB28954","D26","mean","Ctl Male","EtOH Female",0.146853146853147,"0.14685","ns","Wilcoxon",0.180952380952381,"ns","genius"
"503","GGB28956","D26","mean","EtOH Male","Ctl Female",0.0328147784740255,"0.03281","*","Wilcoxon",0.065629556948051,"ns","genius"
"504","GGB28956","D26","mean","EtOH Male","Ctl Male",0.00646673367760229,"0.00647","**","Wilcoxon",0.0194002010328069,"*","genius"
"505","GGB28956","D26","mean","EtOH Male","EtOH Female",0.000616175518027334,"0.00062","***","Wilcoxon",0.00369705310816401,"**","genius"
"506","GGB28956","D26","mean","Ctl Female","Ctl Male",0.222222222222222,"0.22222","ns","Wilcoxon",0.266666666666667,"ns","genius"
"507","GGB28956","D26","mean","Ctl Female","EtOH Female",0.0829170829170829,"0.08292","ns","Wilcoxon",0.124375624375624,"ns","genius"
"508","GGB28956","D26","mean","Ctl Male","EtOH Female",0.699300699300699,"0.69930","ns","Wilcoxon",0.699300699300699,"ns","genius"
"509","GGB28967","D26","mean","EtOH Male","Ctl Female",0.527089256865538,"0.52709","ns","Wilcoxon",0.632507108238646,"ns","genius"
"510","GGB28967","D26","mean","EtOH Male","Ctl Male",0.00191455066306495,"0.00191","**","Wilcoxon",0.0114873039783897,"*","genius"
"511","GGB28967","D26","mean","EtOH Male","EtOH Female",0.0487958076927263,"0.04880","*","Wilcoxon",0.0933403428301182,"ns","genius"
"512","GGB28967","D26","mean","Ctl Female","Ctl Male",0.00749495751693525,"0.00749","**","Wilcoxon",0.0224848725508057,"*","genius"
"513","GGB28967","D26","mean","Ctl Female","EtOH Female",0.0622268952200788,"0.06223","ns","Wilcoxon",0.0933403428301182,"ns","genius"
"514","GGB28967","D26","mean","Ctl Male","EtOH Female",0.787432396212463,"0.78743","ns","Wilcoxon",0.787432396212463,"ns","genius"
"515","GGB28968","D26","mean","EtOH Male","Ctl Female",0.127428127428127,"0.12743","ns","Wilcoxon",0.191142191142191,"ns","genius"
"516","GGB28968","D26","mean","EtOH Male","Ctl Male",0.00332136518908046,"0.00332","**","Wilcoxon",0.0199281911344827,"*","genius"
"517","GGB28968","D26","mean","EtOH Male","EtOH Female",0.464963624582472,"0.46496","ns","Wilcoxon",0.464963624582472,"ns","genius"
"518","GGB28968","D26","mean","Ctl Female","Ctl Male",0.00749495751693525,"0.00749","**","Wilcoxon",0.0224848725508057,"*","genius"
"519","GGB28968","D26","mean","Ctl Female","EtOH Female",0.413252049774422,"0.41325","ns","Wilcoxon",0.464963624582472,"ns","genius"
"520","GGB28968","D26","mean","Ctl Male","EtOH Female",0.112601949929587,"0.11260","ns","Wilcoxon",0.191142191142191,"ns","genius"
"521","GGB29001","D26","mean","EtOH Male","Ctl Female",0.187076009284718,"0.18708","ns","Wilcoxon",0.499415736468345,"ns","genius"
"522","GGB29001","D26","mean","EtOH Male","Ctl Male",0.832944832944833,"0.83294","ns","Wilcoxon",0.946254059614265,"ns","genius"
"523","GGB29001","D26","mean","EtOH Male","EtOH Female",0.33294382431223,"0.33294","ns","Wilcoxon",0.499415736468345,"ns","genius"
"524","GGB29001","D26","mean","Ctl Female","Ctl Male",0.0952380952380952,"0.09524","ns","Wilcoxon",0.499415736468345,"ns","genius"
"525","GGB29001","D26","mean","Ctl Female","EtOH Female",0.946254059614265,"0.94625","ns","Wilcoxon",0.946254059614265,"ns","genius"
"526","GGB29001","D26","mean","Ctl Male","EtOH Female",0.283995701215468,"0.28400","ns","Wilcoxon",0.499415736468345,"ns","genius"
"527","GGB29468","D26","mean","EtOH Male","Ctl Female",0.00155400155400155,"0.00155","**","Wilcoxon",0.00233100233100233,"**","genius"
"528","GGB29468","D26","mean","EtOH Male","Ctl Male",0.00155400155400155,"0.00155","**","Wilcoxon",0.00233100233100233,"**","genius"
"529","GGB29468","D26","mean","EtOH Male","EtOH Female",0.000329082682023858,"0.00033","***","Wilcoxon",0.00197449609214315,"**","genius"
"530","GGB29468","D26","mean","Ctl Female","Ctl Male",0.150793650793651,"0.15079","ns","Wilcoxon",0.180952380952381,"ns","genius"
"531","GGB29468","D26","mean","Ctl Female","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.00233100233100233,"**","genius"
"532","GGB29468","D26","mean","Ctl Male","EtOH Female",0.518481518481518,"0.51848","ns","Wilcoxon",0.518481518481518,"ns","genius"
"533","GGB29531","D26","mean","EtOH Male","Ctl Female",0.127428127428127,"0.12743","ns","Wilcoxon",0.166548745372275,"ns","genius"
"534","GGB29531","D26","mean","EtOH Male","Ctl Male",0.0108780108780109,"0.01088","*","Wilcoxon",0.037962037962038,"*","genius"
"535","GGB29531","D26","mean","EtOH Male","EtOH Female",0.138790621143562,"0.13879","ns","Wilcoxon",0.166548745372275,"ns","genius"
"536","GGB29531","D26","mean","Ctl Female","Ctl Male",0.0158730158730159,"0.01587","*","Wilcoxon",0.037962037962038,"*","genius"
"537","GGB29531","D26","mean","Ctl Female","EtOH Female",0.018981018981019,"0.01898","*","Wilcoxon",0.037962037962038,"*","genius"
"538","GGB29531","D26","mean","Ctl Male","EtOH Female",0.797202797202797,"0.79720","ns","Wilcoxon",0.797202797202797,"ns","genius"
"539","GGB29683","D26","mean","EtOH Male","Ctl Female",0.0932400932400932,"0.09324","ns","Wilcoxon",0.111888111888112,"ns","genius"
"540","GGB29683","D26","mean","EtOH Male","Ctl Male",0.00155400155400155,"0.00155","**","Wilcoxon",0.00466200466200466,"**","genius"
"541","GGB29683","D26","mean","EtOH Male","EtOH Female",0.00125745794676228,"0.00126","**","Wilcoxon",0.00466200466200466,"**","genius"
"542","GGB29683","D26","mean","Ctl Female","Ctl Male",0.0158730158730159,"0.01587","*","Wilcoxon",0.0317460317460317,"*","genius"
"543","GGB29683","D26","mean","Ctl Female","EtOH Female",0.0452630717942897,"0.04526","*","Wilcoxon",0.0678946076914346,"ns","genius"
"544","GGB29683","D26","mean","Ctl Male","EtOH Female",0.421662779014128,"0.42166","ns","Wilcoxon",0.421662779014128,"ns","genius"
"545","GGB29685","D26","mean","EtOH Male","Ctl Female",0.0230810254643578,"0.02308","*","Wilcoxon",0.0461620509287156,"*","genius"
"546","GGB29685","D26","mean","EtOH Male","Ctl Male",0.0042573385489626,"0.00426","**","Wilcoxon",0.0127720156468878,"*","genius"
"547","GGB29685","D26","mean","EtOH Male","EtOH Female",8.22706705059646e-05,"8.2e-05","****","Wilcoxon",0.000493624023035788,"***","genius"
"548","GGB29685","D26","mean","Ctl Female","Ctl Male",1,"1.00000","ns","Wilcoxon",1,"ns","genius"
"549","GGB29685","D26","mean","Ctl Female","EtOH Female",0.181941501054096,"0.18194","ns","Wilcoxon",0.272912251581143,"ns","genius"
"550","GGB29685","D26","mean","Ctl Male","EtOH Female",0.423200787983861,"0.42320","ns","Wilcoxon",0.507840945580633,"ns","genius"
"551","GGB30141","D26","mean","EtOH Male","Ctl Female",0.0088558370628688,"0.00886","**","Wilcoxon",0.022139592657172,"*","genius"
"552","GGB30141","D26","mean","EtOH Male","Ctl Male",0.0088558370628688,"0.00886","**","Wilcoxon",0.022139592657172,"*","genius"
"553","GGB30141","D26","mean","EtOH Male","EtOH Female",0.237884674513144,"0.23788","ns","Wilcoxon",0.237884674513144,"ns","genius"
"554","GGB30141","D26","mean","Ctl Female","EtOH Female",0.112601949929587,"0.11260","ns","Wilcoxon",0.140752437411984,"ns","genius"
"555","GGB30141","D26","mean","Ctl Male","EtOH Female",0.112601949929587,"0.11260","ns","Wilcoxon",0.140752437411984,"ns","genius"
"556","GGB30145","D26","mean","EtOH Male","Ctl Female",0.190607220864521,"0.19061","ns","Wilcoxon",0.233037982273905,"ns","genius"
"557","GGB30145","D26","mean","EtOH Male","Ctl Male",0.212769796257822,"0.21277","ns","Wilcoxon",0.233037982273905,"ns","genius"
"558","GGB30145","D26","mean","EtOH Male","EtOH Female",0.00284780786723452,"0.00285","**","Wilcoxon",0.00854342360170357,"**","genius"
"559","GGB30145","D26","mean","Ctl Female","Ctl Male",0.131379418967437,"0.13138","ns","Wilcoxon",0.233037982273905,"ns","genius"
"560","GGB30145","D26","mean","Ctl Female","EtOH Female",0.233037982273905,"0.23304","ns","Wilcoxon",0.233037982273905,"ns","genius"
"561","GGB30145","D26","mean","Ctl Male","EtOH Female",0.000629506949914766,"0.00063","***","Wilcoxon",0.00377704169948859,"**","genius"
"562","GGB30286","D26","mean","EtOH Male","Ctl Female",0.00379708673469356,"0.00380","**","Wilcoxon",0.00569563010204034,"**","genius"
"563","GGB30286","D26","mean","EtOH Male","Ctl Male",0.170940170940171,"0.17094","ns","Wilcoxon",0.170940170940171,"ns","genius"
"564","GGB30286","D26","mean","EtOH Male","EtOH Female",0.000987248046071575,"0.00099","***","Wilcoxon",0.002997002997003,"**","genius"
"565","GGB30286","D26","mean","Ctl Female","Ctl Male",0.0311412105957968,"0.03114","*","Wilcoxon",0.0373694527149561,"*","genius"
"566","GGB30286","D26","mean","Ctl Female","EtOH Female",0.00301593555304258,"0.00302","**","Wilcoxon",0.00569563010204034,"**","genius"
"567","GGB30286","D26","mean","Ctl Male","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.002997002997003,"**","genius"
"568","GGB30290","D26","mean","EtOH Male","Ctl Female",0.527089256865538,"0.52709","ns","Wilcoxon",0.527089256865538,"ns","genius"
"569","GGB30290","D26","mean","EtOH Male","Ctl Male",0.527089256865538,"0.52709","ns","Wilcoxon",0.527089256865538,"ns","genius"
"570","GGB30290","D26","mean","EtOH Male","EtOH Female",0.34577858615116,"0.34578","ns","Wilcoxon",0.527089256865538,"ns","genius"
"571","GGB30296","D26","mean","EtOH Male","Ctl Female",0.268381627292761,"0.26838","ns","Wilcoxon",0.268381627292761,"ns","genius"
"572","GGB30296","D26","mean","EtOH Male","Ctl Male",0.00113536366616437,"0.00114","**","Wilcoxon",0.00681218199698621,"**","genius"
"573","GGB30296","D26","mean","EtOH Male","EtOH Female",0.00305036596810832,"0.00305","**","Wilcoxon",0.00915109790432496,"**","genius"
"574","GGB30296","D26","mean","Ctl Female","Ctl Male",0.0097007850682296,"0.00970","**","Wilcoxon",0.0168131605851479,"*","genius"
"575","GGB30296","D26","mean","Ctl Female","EtOH Female",0.0263886611893455,"0.02639","*","Wilcoxon",0.0316663934272146,"*","genius"
"576","GGB30296","D26","mean","Ctl Male","EtOH Female",0.0112087737234319,"0.01121","*","Wilcoxon",0.0168131605851479,"*","genius"
"577","GGB30297","D26","mean","EtOH Male","Ctl Female",0.0932400932400932,"0.09324","ns","Wilcoxon",0.186480186480186,"ns","genius"
"578","GGB30297","D26","mean","EtOH Male","Ctl Male",0.00155400155400155,"0.00155","**","Wilcoxon",0.00466200466200466,"**","genius"
"579","GGB30297","D26","mean","EtOH Male","EtOH Female",0.000575894693541752,"0.00058","***","Wilcoxon",0.00345536816125051,"**","genius"
"580","GGB30297","D26","mean","Ctl Female","Ctl Male",0.69047619047619,"0.69048","ns","Wilcoxon",0.839160839160839,"ns","genius"
"581","GGB30297","D26","mean","Ctl Female","EtOH Female",0.699300699300699,"0.69930","ns","Wilcoxon",0.839160839160839,"ns","genius"
